row_number,prolific_id,rank,flight_key,flight_json,created_at
37,69aca442a4248c9290bedbd7,2,7_2026-04-03T10:59:00,"{""id"": ""7"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-03T10:59:00"", ""arrival_time"": ""2026-04-03T14:09:00"", ""duration"": ""PT6H10M"", ""duration_min"": 370, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6323"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""7"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H10M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-03T10:59:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-03T14:09:00""}, ""carrierCode"": ""B6"", ""number"": ""323"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H10M"", ""id"": ""11"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""11"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 14:56:24
38,69aca442a4248c9290bedbd7,3,5_2026-04-03T06:30:00,"{""id"": ""5"", ""origin"": ""EWR"", ""destination"": ""SNA"", ""departure_time"": ""2026-04-03T06:30:00"", ""arrival_time"": ""2026-04-03T09:44:00"", ""duration"": ""PT6H14M"", ""duration_min"": 374, ""stops"": 0, ""price"": 448.39, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2423"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""5"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT6H14M"", ""segments"": [{""departure"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-03T06:30:00""}, ""arrival"": {""iataCode"": ""SNA"", ""at"": ""2026-04-03T09:44:00""}, ""carrierCode"": ""UA"", ""number"": ""2423"", ""aircraft"": {""code"": ""7M8""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT6H14M"", ""id"": ""57"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""448.39""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79""}, ""fareDetailsBySegment"": [{""segmentId"": ""57"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA4ADDN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 14:56:24
39,69aca442a4248c9290bedbd7,4,9_2026-04-03T18:45:00,"{""id"": ""9"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-03T18:45:00"", ""arrival_time"": ""2026-04-03T22:14:00"", ""duration"": ""PT6H29M"", ""duration_min"": 389, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6423"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""9"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H29M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-03T18:45:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-03T22:14:00""}, ""carrierCode"": ""B6"", ""number"": ""423"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H29M"", ""id"": ""65"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""65"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 14:56:24
40,69aca442a4248c9290bedbd7,5,34_2026-04-03T15:29:00,"{""id"": ""34"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-03T15:29:00"", ""arrival_time"": ""2026-04-03T18:39:00"", ""duration"": ""PT6H10M"", ""duration_min"": 370, ""stops"": 0, ""price"": 562.9, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6723"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""34"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT6H10M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-03T15:29:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-03T18:39:00""}, ""carrierCode"": ""B6"", ""number"": ""723"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H10M"", ""id"": ""12"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""562.90"", ""base"": ""509.30"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""562.90""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""562.90"", ""base"": ""509.30""}, ""fareDetailsBySegment"": [{""segmentId"": ""12"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""QI0JUEY5"", ""class"": ""Q"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 14:56:24
41,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,1,1_2026-04-05T13:00:00,"{""id"": ""1"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T13:00:00"", ""arrival_time"": ""2026-04-06T18:34:00"", ""duration"": ""PT32H34M"", ""duration_min"": 1954, ""stops"": 1, ""price"": 340.58, ""carrier_code"": ""F9"", ""airline"": ""F9"", ""airline_name"": ""F9"", ""flight_number"": ""F94871"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""1"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT32H34M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""0"", ""at"": ""2026-04-05T13:00:00""}, ""arrival"": {""iataCode"": ""MCO"", ""terminal"": ""0"", ""at"": ""2026-04-05T16:03:00""}, ""carrierCode"": ""F9"", ""number"": ""4871"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT3H3M"", ""id"": ""87"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""MCO"", ""terminal"": ""0"", ""at"": ""2026-04-06T15:51:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-06T18:34:00""}, ""carrierCode"": ""F9"", ""number"": ""4145"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""F9""}, ""duration"": ""PT5H43M"", ""id"": ""88"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""340.58"", ""base"": ""288.18"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""340.58""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""F9""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""340.58"", ""base"": ""288.18""}, ""fareDetailsBySegment"": [{""segmentId"": ""87"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""M14PXP4"", ""class"": ""M""}, {""segmentId"": ""88"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""M14PXP4"", ""class"": ""M""}]}]}}",2026-03-19 21:39:06
42,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,2,4_2026-04-05T06:29:00,"{""id"": ""4"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:29:00"", ""arrival_time"": ""2026-04-05T12:37:00"", ""duration"": ""PT9H8M"", ""duration_min"": 548, ""stops"": 1, ""price"": 361.16, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6118"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""4"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT9H8M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T06:29:00""}, ""arrival"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T07:40:00""}, ""carrierCode"": ""B6"", ""number"": ""118"", ""aircraft"": {""code"": ""223""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT1H11M"", ""id"": ""3"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""BOS"", ""terminal"": ""C"", ""at"": ""2026-04-05T09:15:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:37:00""}, ""carrierCode"": ""B6"", ""number"": ""387"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H22M"", ""id"": ""4"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""361.16"", ""base"": ""312.56"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""361.16""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""361.16"", ""base"": ""312.56""}, ""fareDetailsBySegment"": [{""segmentId"": ""3"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""OI4QBEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}, {""segmentId"": ""4"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WI3QBEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
43,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,3,9_2026-04-05T06:00:00,"{""id"": ""9"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:00:00"", ""arrival_time"": ""2026-04-05T09:09:00"", ""duration"": ""PT6H9M"", ""duration_min"": 369, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6523"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""9"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H9M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T06:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T09:09:00""}, ""carrierCode"": ""B6"", ""number"": ""523"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H9M"", ""id"": ""5"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""5"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
44,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,4,10_2026-04-05T06:59:00,"{""id"": ""10"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T06:59:00"", ""arrival_time"": ""2026-04-05T10:09:00"", ""duration"": ""PT6H10M"", ""duration_min"": 370, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6123"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""10"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H10M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T06:59:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T10:09:00""}, ""carrierCode"": ""B6"", ""number"": ""123"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H10M"", ""id"": ""16"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""16"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
45,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,5,11_2026-04-05T09:00:00,"{""id"": ""11"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T09:00:00"", ""arrival_time"": ""2026-04-05T12:16:00"", ""duration"": ""PT6H16M"", ""duration_min"": 376, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B6623"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""11"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H16M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T09:00:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T12:16:00""}, ""carrierCode"": ""B6"", ""number"": ""623"", ""aircraft"": {""code"": ""32S""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H16M"", ""id"": ""33"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""33"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
46,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,6,12_2026-04-05T08:01:00,"{""id"": ""12"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T08:01:00"", ""arrival_time"": ""2026-04-05T11:20:00"", ""duration"": ""PT6H19M"", ""duration_min"": 379, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B62223"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""12"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H19M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T08:01:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T11:20:00""}, ""carrierCode"": ""B6"", ""number"": ""2223"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H19M"", ""id"": ""43"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""43"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
47,shfsdlfnsdkjhsdkjfhskfhsdkfsdhjkf23,7,13_2026-04-05T16:59:00,"{""id"": ""13"", ""origin"": ""JFK"", ""destination"": ""LAX"", ""departure_time"": ""2026-04-05T16:59:00"", ""arrival_time"": ""2026-04-05T20:23:00"", ""duration"": ""PT6H24M"", ""duration_min"": 384, ""stops"": 0, ""price"": 388.38, ""carrier_code"": ""B6"", ""airline"": ""B6"", ""airline_name"": ""B6"", ""flight_number"": ""B62715"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""13"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 7, ""itineraries"": [{""duration"": ""PT6H24M"", ""segments"": [{""departure"": {""iataCode"": ""JFK"", ""terminal"": ""5"", ""at"": ""2026-04-05T16:59:00""}, ""arrival"": {""iataCode"": ""LAX"", ""terminal"": ""1"", ""at"": ""2026-04-05T20:23:00""}, ""carrierCode"": ""B6"", ""number"": ""2715"", ""aircraft"": {""code"": ""32Q""}, ""operating"": {""carrierCode"": ""B6""}, ""duration"": ""PT6H24M"", ""id"": ""48"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""388.38""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""B6""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""388.38"", ""base"": ""346.98""}, ""fareDetailsBySegment"": [{""segmentId"": ""48"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""BI0AUEL1"", ""class"": ""L"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 2}}]}]}}",2026-03-19 21:39:06
