row_number,prolific_id,rank,flight_key,flight_json,created_at
70,128192831937716847sadhj,10,77_2026-04-01T19:55:00,"{""id"": ""77"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T19:55:00"", ""arrival_time"": ""2026-04-02T07:50:00"", ""duration"": ""PT8H55M"", ""duration_min"": 535, ""stops"": 1, ""price"": 642.15, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA1195"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""77"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT8H55M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T19:55:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-04-01T21:25:00""}, ""carrierCode"": ""UA"", ""number"": ""1195"", ""aircraft"": {""code"": ""738""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT1H30M"", ""id"": ""208"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-04-01T23:05:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-02T07:50:00""}, ""carrierCode"": ""UA"", ""number"": ""1726"", ""aircraft"": {""code"": ""777""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT5H45M"", ""id"": ""209"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""642.15"", ""base"": ""573.95"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""642.15""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""642.15"", ""base"": ""573.95""}, ""fareDetailsBySegment"": [{""segmentId"": ""208"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAA3AKEN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""209"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""QAA7AQEN"", ""class"": ""Q"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
71,128192831937716847sadhj,11,41_2026-04-01T06:00:00,"{""id"": ""41"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T06:00:00"", ""arrival_time"": ""2026-04-01T14:33:00"", ""duration"": ""PT5H33M"", ""duration_min"": 333, ""stops"": 0, ""price"": 448.39, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2359"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""41"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT5H33M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T06:00:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-01T14:33:00""}, ""carrierCode"": ""UA"", ""number"": ""2359"", ""aircraft"": {""code"": ""752""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT5H33M"", ""id"": ""117"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""448.39""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79""}, ""fareDetailsBySegment"": [{""segmentId"": ""117"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""QAK0OFEN"", ""class"": ""Q"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
72,128192831937716847sadhj,12,40_2026-04-01T16:30:00,"{""id"": ""40"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T16:30:00"", ""arrival_time"": ""2026-04-02T00:59:00"", ""duration"": ""PT5H29M"", ""duration_min"": 329, ""stops"": 0, ""price"": 448.39, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA1700"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""40"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT5H29M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T16:30:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-02T00:59:00""}, ""carrierCode"": ""UA"", ""number"": ""1700"", ""aircraft"": {""code"": ""752""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT5H29M"", ""id"": ""92"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""448.39""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""448.39"", ""base"": ""402.79""}, ""fareDetailsBySegment"": [{""segmentId"": ""92"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""QAK0OFEN"", ""class"": ""Q"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
73,128192831937716847sadhj,13,56_2026-04-01T22:35:00,"{""id"": ""56"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T22:35:00"", ""arrival_time"": ""2026-04-02T09:59:00"", ""duration"": ""PT8H24M"", ""duration_min"": 504, ""stops"": 1, ""price"": 581.21, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2282"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""56"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-19"", ""lastTicketingDateTime"": ""2026-03-19"", ""numberOfBookableSeats"": 5, ""itineraries"": [{""duration"": ""PT8H24M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T22:35:00""}, ""arrival"": {""iataCode"": ""IAD"", ""at"": ""2026-04-02T06:37:00""}, ""carrierCode"": ""UA"", ""number"": ""2282"", ""aircraft"": {""code"": ""753""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT5H2M"", ""id"": ""80"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAD"", ""at"": ""2026-04-02T08:23:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-02T09:59:00""}, ""carrierCode"": ""UA"", ""number"": ""2396"", ""aircraft"": {""code"": ""739""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT1H36M"", ""id"": ""81"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""581.21"", ""base"": ""517.21"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""581.21""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""581.21"", ""base"": ""517.21""}, ""fareDetailsBySegment"": [{""segmentId"": ""80"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WAA7PQDN"", ""class"": ""W"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""81"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""VAG4AHEN"", ""class"": ""V"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
74,128192831937716847sadhj,14,111_2026-04-01T06:45:00,"{""id"": ""111"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T06:45:00"", ""arrival_time"": ""2026-04-01T18:22:00"", ""duration"": ""PT8H37M"", ""duration_min"": 517, ""stops"": 1, ""price"": 781.15, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA744"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""111"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 8, ""itineraries"": [{""duration"": ""PT8H37M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T06:45:00""}, ""arrival"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T12:06:00""}, ""carrierCode"": ""UA"", ""number"": ""744"", ""aircraft"": {""code"": ""739""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H21M"", ""id"": ""132"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T13:38:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""A"", ""at"": ""2026-04-01T18:22:00""}, ""carrierCode"": ""UA"", ""number"": ""1397"", ""aircraft"": {""code"": ""7M9""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H44M"", ""id"": ""133"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""781.15""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25""}, ""fareDetailsBySegment"": [{""segmentId"": ""132"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WAA7OWEN"", ""class"": ""W"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""133"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7ADEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
75,128192831937716847sadhj,15,110_2026-04-01T08:15:00,"{""id"": ""110"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T08:15:00"", ""arrival_time"": ""2026-04-01T19:31:00"", ""duration"": ""PT8H16M"", ""duration_min"": 496, ""stops"": 1, ""price"": 781.15, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA1416"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""110"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 6, ""itineraries"": [{""duration"": ""PT8H16M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T08:15:00""}, ""arrival"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T13:37:00""}, ""carrierCode"": ""UA"", ""number"": ""1416"", ""aircraft"": {""code"": ""739""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H22M"", ""id"": ""48"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T14:45:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-01T19:31:00""}, ""carrierCode"": ""UA"", ""number"": ""2608"", ""aircraft"": {""code"": ""752""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H46M"", ""id"": ""49"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""781.15""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25""}, ""fareDetailsBySegment"": [{""segmentId"": ""48"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WAA7OWEN"", ""class"": ""W"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""49"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7ADEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
76,128192831937716847sadhj,16,109_2026-04-01T05:50:00,"{""id"": ""109"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T05:50:00"", ""arrival_time"": ""2026-04-01T16:55:00"", ""duration"": ""PT8H5M"", ""duration_min"": 485, ""stops"": 1, ""price"": 781.15, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA654"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""109"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 4, ""itineraries"": [{""duration"": ""PT8H5M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T05:50:00""}, ""arrival"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T11:12:00""}, ""carrierCode"": ""UA"", ""number"": ""654"", ""aircraft"": {""code"": ""7M9""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H22M"", ""id"": ""11"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T12:10:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-01T16:55:00""}, ""carrierCode"": ""UA"", ""number"": ""2018"", ""aircraft"": {""code"": ""752""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H45M"", ""id"": ""12"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""781.15""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25""}, ""fareDetailsBySegment"": [{""segmentId"": ""11"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WAA7OWEN"", ""class"": ""W"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""12"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7ADEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
77,128192831937716847sadhj,17,112_2026-04-01T00:55:00,"{""id"": ""112"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T00:55:00"", ""arrival_time"": ""2026-04-01T13:00:00"", ""duration"": ""PT9H5M"", ""duration_min"": 545, ""stops"": 1, ""price"": 781.15, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA491"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""112"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 5, ""itineraries"": [{""duration"": ""PT9H5M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T00:55:00""}, ""arrival"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T06:10:00""}, ""carrierCode"": ""UA"", ""number"": ""491"", ""aircraft"": {""code"": ""739""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H15M"", ""id"": ""13"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAH"", ""terminal"": ""C"", ""at"": ""2026-04-01T08:22:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""A"", ""at"": ""2026-04-01T13:00:00""}, ""carrierCode"": ""UA"", ""number"": ""1886"", ""aircraft"": {""code"": ""739""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT3H38M"", ""id"": ""14"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""781.15""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""781.15"", ""base"": ""703.25""}, ""fareDetailsBySegment"": [{""segmentId"": ""13"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""WAA7OWEN"", ""class"": ""W"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""14"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7ADEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
78,128192831937716847sadhj,18,113_2026-04-01T08:30:00,"{""id"": ""113"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T08:30:00"", ""arrival_time"": ""2026-04-01T19:10:00"", ""duration"": ""PT7H40M"", ""duration_min"": 460, ""stops"": 1, ""price"": 781.16, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA2268"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""113"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 9, ""itineraries"": [{""duration"": ""PT7H40M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T08:30:00""}, ""arrival"": {""iataCode"": ""IAD"", ""at"": ""2026-04-01T16:29:00""}, ""carrierCode"": ""UA"", ""number"": ""2268"", ""aircraft"": {""code"": ""753""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT4H59M"", ""id"": ""152"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""IAD"", ""at"": ""2026-04-01T17:41:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-01T19:10:00""}, ""carrierCode"": ""UA"", ""number"": ""1831"", ""aircraft"": {""code"": ""7M8""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT1H29M"", ""id"": ""153"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""781.16"", ""base"": ""703.26"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""781.16""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""781.16"", ""base"": ""703.26""}, ""fareDetailsBySegment"": [{""segmentId"": ""152"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7AQES"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""153"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAK0AFEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
79,128192831937716847sadhj,19,114_2026-04-01T07:15:00,"{""id"": ""114"", ""origin"": ""LAX"", ""destination"": ""EWR"", ""departure_time"": ""2026-04-01T07:15:00"", ""arrival_time"": ""2026-04-01T18:35:00"", ""duration"": ""PT8H20M"", ""duration_min"": 500, ""stops"": 1, ""price"": 791.16, ""carrier_code"": ""UA"", ""airline"": ""UA"", ""airline_name"": ""UA"", ""flight_number"": ""UA1372"", ""raw_data"": {""type"": ""flight-offer"", ""id"": ""114"", ""source"": ""GDS"", ""instantTicketingRequired"": false, ""nonHomogeneous"": false, ""oneWay"": false, ""isUpsellOffer"": false, ""lastTicketingDate"": ""2026-03-20"", ""lastTicketingDateTime"": ""2026-03-20"", ""numberOfBookableSeats"": 3, ""itineraries"": [{""duration"": ""PT8H20M"", ""segments"": [{""departure"": {""iataCode"": ""LAX"", ""terminal"": ""7"", ""at"": ""2026-04-01T07:15:00""}, ""arrival"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-04-01T08:49:00""}, ""carrierCode"": ""UA"", ""number"": ""1372"", ""aircraft"": {""code"": ""738""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT1H34M"", ""id"": ""68"", ""numberOfStops"": 0, ""blacklistedInEU"": false}, {""departure"": {""iataCode"": ""SFO"", ""terminal"": ""3"", ""at"": ""2026-04-01T10:05:00""}, ""arrival"": {""iataCode"": ""EWR"", ""terminal"": ""C"", ""at"": ""2026-04-01T18:35:00""}, ""carrierCode"": ""UA"", ""number"": ""713"", ""aircraft"": {""code"": ""789""}, ""operating"": {""carrierCode"": ""UA""}, ""duration"": ""PT5H30M"", ""id"": ""69"", ""numberOfStops"": 0, ""blacklistedInEU"": false}]}], ""price"": {""currency"": ""USD"", ""total"": ""791.16"", ""base"": ""712.56"", ""fees"": [{""amount"": ""0.00"", ""type"": ""SUPPLIER""}, {""amount"": ""0.00"", ""type"": ""TICKETING""}], ""grandTotal"": ""791.16""}, ""pricingOptions"": {""fareType"": [""PUBLISHED""], ""includedCheckedBagsOnly"": false}, ""validatingAirlineCodes"": [""UA""], ""travelerPricings"": [{""travelerId"": ""1"", ""fareOption"": ""STANDARD"", ""travelerType"": ""ADULT"", ""price"": {""currency"": ""USD"", ""total"": ""791.16"", ""base"": ""712.56""}, ""fareDetailsBySegment"": [{""segmentId"": ""68"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA0OKEN"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}, {""segmentId"": ""69"", ""cabin"": ""ECONOMY"", ""fareBasis"": ""HAA7AQES"", ""class"": ""H"", ""includedCheckedBags"": {""quantity"": 0}, ""includedCabinBags"": {""quantity"": 1}}]}]}}",2026-03-19 21:43:27
